date,time,site,url,ip,region,status,bytes
2026-05-01,22:59:55,game.example.com,/store,10.19.0.12,Henan,200,3597
2026-05-01,23:37:58,game.example.com,/community,10.21.0.48,Tianjin,200,22594
2026-05-02,00:26:03,news.example.com,/video,10.13.0.5,Zhejiang,200,3637
2026-05-02,04:05:41,study.example.com,/profile,10.13.0.34,Zhejiang,200,10873
2026-05-02,05:12:34,game.example.com,/news,10.10.0.10,Beijing,200,6877
2026-05-02,08:05:54,study.example.com,/exam,10.12.0.17,Guangdong,200,1093
2026-05-02,08:21:18,shop.example.com,/detail,10.13.0.41,Zhejiang,200,9763
2026-05-02,09:18:16,game.example.com,/community,10.20.0.47,Chongqing,200,8301
2026-05-02,09:18:22,video.example.com,/movie,10.17.0.43,Fujian,200,19498
2026-05-02,09:23:19,news.example.com,/index,10.21.0.74,Tianjin,200,19732
2026-05-02,10:03:50,shop.example.com,/search,10.16.0.12,Hubei,200,23419
2026-05-02,10:04:18,study.example.com,/course,10.12.0.69,Guangdong,200,18633
2026-05-02,10:08:16,video.example.com,/series,10.15.0.74,Sichuan,200,7442
2026-05-02,10:13:14,news.example.com,/finance,10.21.0.73,Tianjin,500,4041
2026-05-02,10:25:00,study.example.com,/profile,10.17.0.72,Fujian,200,12259
2026-05-02,10:37:37,study.example.com,/resource,10.15.0.46,Sichuan,404,6082
2026-05-02,10:39:21,travel.example.com,/flight,10.13.0.13,Zhejiang,200,6650
2026-05-02,10:54:06,travel.example.com,/index,10.16.0.71,Hubei,200,4316
2026-05-02,11:24:48,travel.example.com,/hotel,10.18.0.29,Shandong,200,18339
2026-05-02,11:34:17,shop.example.com,/pay,10.20.0.12,Chongqing,200,16216
2026-05-02,11:37:36,game.example.com,/index,10.11.0.24,Shanghai,200,22291
2026-05-02,12:10:20,shop.example.com,/cart,10.16.0.50,Hubei,200,18965
2026-05-02,12:31:26,news.example.com,/video,10.16.0.52,Hubei,200,5130
2026-05-02,12:38:47,shop.example.com,/search,10.21.0.76,Tianjin,200,1105
2026-05-02,12:43:16,news.example.com,/video,10.17.0.65,Fujian,200,4998
2026-05-02,12:45:40,game.example.com,/download,10.13.0.6,Zhejiang,200,16903
2026-05-02,13:21:15,shop.example.com,/order,10.14.0.55,Jiangsu,200,18377
2026-05-02,13:21:17,game.example.com,/store,10.10.0.47,Beijing,200,21566
2026-05-02,13:29:43,shop.example.com,/index,10.17.0.77,Fujian,200,5122
2026-05-02,13:31:22,study.example.com,/resource,10.18.0.47,Shandong,200,22462
2026-05-02,13:55:14,game.example.com,/store,10.15.0.8,Sichuan,200,16953
2026-05-02,13:58:16,video.example.com,/movie,10.11.0.74,Shanghai,200,21032
2026-05-02,14:07:08,shop.example.com,/order,10.12.0.53,Guangdong,200,11554
2026-05-02,14:11:51,video.example.com,/live,10.12.0.29,Guangdong,200,15064
2026-05-02,14:15:56,news.example.com,/world,10.15.0.30,Sichuan,200,10446
2026-05-02,14:25:50,news.example.com,/finance,10.14.0.44,Jiangsu,200,20524
2026-05-02,14:46:40,video.example.com,/vip,10.10.0.69,Beijing,200,11859
2026-05-02,15:06:29,video.example.com,/shorts,10.21.0.8,Tianjin,200,8600
2026-05-02,15:31:56,study.example.com,/index,10.19.0.34,Henan,200,9623
2026-05-02,15:40:23,news.example.com,/finance,10.13.0.20,Zhejiang,404,12891
2026-05-02,15:46:00,game.example.com,/community,10.16.0.24,Hubei,200,10968
2026-05-02,15:46:44,news.example.com,/video,10.15.0.25,Sichuan,200,17350
2026-05-02,15:47:54,study.example.com,/forum,10.18.0.23,Shandong,200,15757
2026-05-02,16:12:49,shop.example.com,/index,10.11.0.45,Shanghai,200,9633
2026-05-02,16:43:09,study.example.com,/course,10.14.0.46,Jiangsu,200,19841
2026-05-02,16:54:54,study.example.com,/index,10.18.0.13,Shandong,200,4037
2026-05-02,16:58:20,shop.example.com,/order,10.14.0.5,Jiangsu,200,20535
2026-05-02,17:00:21,shop.example.com,/search,10.15.0.79,Sichuan,200,16651
2026-05-02,17:14:46,shop.example.com,/index,10.21.0.20,Tianjin,200,13296
2026-05-02,17:14:54,game.example.com,/news,10.19.0.2,Henan,304,23830
2026-05-02,17:21:23,video.example.com,/live,10.10.0.77,Beijing,200,10978
2026-05-02,17:30:52,travel.example.com,/ticket,10.18.0.73,Shandong,200,14957
2026-05-02,17:48:01,study.example.com,/index,10.11.0.13,Shanghai,304,4712
2026-05-02,18:08:39,news.example.com,/finance,10.10.0.18,Beijing,200,9509
2026-05-02,18:10:04,shop.example.com,/pay,10.17.0.75,Fujian,200,19055
2026-05-02,18:16:12,video.example.com,/shorts,10.21.0.50,Tianjin,404,1315
2026-05-02,18:16:34,shop.example.com,/index,10.11.0.70,Shanghai,200,23727
2026-05-02,18:24:45,shop.example.com,/order,10.16.0.48,Hubei,500,14981
2026-05-02,18:28:15,study.example.com,/profile,10.15.0.24,Sichuan,200,23376
2026-05-02,18:30:13,shop.example.com,/index,10.13.0.59,Zhejiang,200,10656
2026-05-02,18:33:24,study.example.com,/course,10.13.0.5,Zhejiang,200,17122
2026-05-02,18:35:16,study.example.com,/resource,10.11.0.47,Shanghai,200,5559
2026-05-02,18:37:45,study.example.com,/forum,10.20.0.24,Chongqing,200,15865
2026-05-02,18:51:58,video.example.com,/live,10.10.0.33,Beijing,200,4191
2026-05-02,18:53:58,video.example.com,/index,10.10.0.17,Beijing,500,16564
2026-05-02,18:57:32,news.example.com,/video,10.21.0.18,Tianjin,200,11311
2026-05-02,19:15:02,video.example.com,/live,10.14.0.53,Jiangsu,200,15540
2026-05-02,19:19:41,shop.example.com,/search,10.21.0.18,Tianjin,200,22950
2026-05-02,19:25:33,shop.example.com,/order,10.18.0.31,Shandong,304,3305
2026-05-02,19:58:11,travel.example.com,/hotel,10.17.0.59,Fujian,200,7844
2026-05-02,20:16:58,shop.example.com,/search,10.17.0.48,Fujian,200,13700
2026-05-02,20:19:04,video.example.com,/shorts,10.10.0.34,Beijing,200,5582
2026-05-02,20:21:19,shop.example.com,/pay,10.15.0.46,Sichuan,200,18449
2026-05-02,20:21:57,video.example.com,/shorts,10.16.0.2,Hubei,200,23913
2026-05-02,20:31:35,news.example.com,/finance,10.14.0.69,Jiangsu,200,17614
2026-05-02,20:32:09,shop.example.com,/detail,10.13.0.26,Zhejiang,200,8791
2026-05-02,20:33:02,news.example.com,/world,10.19.0.41,Henan,304,1402
2026-05-02,20:39:08,study.example.com,/index,10.17.0.21,Fujian,200,2875
2026-05-02,20:51:30,news.example.com,/sports,10.16.0.58,Hubei,200,18551
2026-05-02,20:57:00,shop.example.com,/index,10.21.0.42,Tianjin,200,22370
2026-05-02,21:01:16,video.example.com,/index,10.10.0.30,Beijing,200,18771
2026-05-02,21:07:12,news.example.com,/finance,10.12.0.55,Guangdong,200,18063
2026-05-02,21:10:33,shop.example.com,/search,10.14.0.38,Jiangsu,200,4492
2026-05-02,21:13:35,shop.example.com,/index,10.14.0.50,Jiangsu,200,21958
2026-05-02,21:19:54,shop.example.com,/search,10.14.0.49,Jiangsu,200,20262
2026-05-02,21:20:48,study.example.com,/index,10.10.0.3,Beijing,500,7535
2026-05-02,21:22:11,video.example.com,/vip,10.19.0.19,Henan,200,18166
2026-05-02,21:31:21,shop.example.com,/detail,10.18.0.66,Shandong,200,11533
2026-05-02,21:32:38,news.example.com,/finance,10.18.0.71,Shandong,200,2424
2026-05-02,21:32:56,study.example.com,/index,10.21.0.65,Tianjin,200,4952
2026-05-02,21:35:44,video.example.com,/vip,10.10.0.46,Beijing,200,12016
2026-05-02,21:36:34,game.example.com,/download,10.17.0.76,Fujian,200,18871
2026-05-02,21:38:47,game.example.com,/index,10.21.0.72,Tianjin,200,4901
2026-05-02,21:39:56,video.example.com,/shorts,10.16.0.42,Hubei,200,15770
2026-05-02,21:42:06,video.example.com,/movie,10.19.0.52,Henan,200,19223
2026-05-02,21:44:29,shop.example.com,/cart,10.14.0.20,Jiangsu,200,4244
2026-05-02,22:07:03,news.example.com,/finance,10.14.0.59,Jiangsu,200,11603
2026-05-02,22:21:44,video.example.com,/series,10.20.0.52,Chongqing,200,2072
2026-05-02,22:32:30,game.example.com,/download,10.18.0.79,Shandong,200,19097
2026-05-02,22:42:58,video.example.com,/series,10.17.0.59,Fujian,200,5623
2026-05-02,22:54:45,shop.example.com,/cart,10.19.0.51,Henan,200,16788
2026-05-02,23:34:47,video.example.com,/vip,10.18.0.53,Shandong,200,23580
2026-05-03,07:54:47,video.example.com,/shorts,10.20.0.49,Chongqing,200,6701
2026-05-03,08:28:11,news.example.com,/world,10.15.0.35,Sichuan,200,23628
2026-05-03,08:43:04,game.example.com,/rank,10.15.0.21,Sichuan,200,13919
2026-05-03,09:16:00,shop.example.com,/cart,10.14.0.55,Jiangsu,200,3514
2026-05-03,09:40:46,shop.example.com,/search,10.19.0.78,Henan,200,2859
2026-05-03,09:59:51,shop.example.com,/detail,10.16.0.52,Hubei,200,9834
2026-05-03,10:17:35,shop.example.com,/pay,10.13.0.3,Zhejiang,200,3074
2026-05-03,10:33:37,news.example.com,/finance,10.19.0.45,Henan,200,23502
2026-05-03,10:34:15,shop.example.com,/search,10.21.0.71,Tianjin,200,21378
2026-05-03,10:34:47,shop.example.com,/index,10.10.0.27,Beijing,200,20049
2026-05-03,10:53:42,news.example.com,/video,10.21.0.41,Tianjin,304,5090
2026-05-03,10:55:08,travel.example.com,/flight,10.16.0.46,Hubei,200,9183
2026-05-03,11:09:50,shop.example.com,/pay,10.16.0.34,Hubei,200,23812
2026-05-03,11:11:55,video.example.com,/series,10.17.0.75,Fujian,200,5410
2026-05-03,11:12:22,video.example.com,/live,10.18.0.8,Shandong,200,17149
2026-05-03,11:14:51,shop.example.com,/detail,10.10.0.81,Beijing,200,4353
2026-05-03,11:22:10,shop.example.com,/pay,10.18.0.16,Shandong,200,18479
2026-05-03,11:52:19,game.example.com,/download,10.15.0.21,Sichuan,200,7204
2026-05-03,12:00:32,shop.example.com,/order,10.20.0.74,Chongqing,200,11433
2026-05-03,12:01:32,video.example.com,/index,10.12.0.31,Guangdong,200,13053
2026-05-03,12:35:45,news.example.com,/finance,10.18.0.52,Shandong,200,15650
2026-05-03,12:36:37,game.example.com,/store,10.13.0.11,Zhejiang,200,3188
2026-05-03,12:42:56,shop.example.com,/index,10.15.0.75,Sichuan,200,11237
2026-05-03,13:04:23,shop.example.com,/search,10.17.0.3,Fujian,200,3639
2026-05-03,13:10:37,travel.example.com,/guide,10.11.0.81,Shanghai,200,13960
2026-05-03,13:16:59,shop.example.com,/index,10.15.0.4,Sichuan,200,1523
2026-05-03,13:21:31,news.example.com,/index,10.13.0.5,Zhejiang,200,8845
2026-05-03,13:39:42,news.example.com,/tech,10.19.0.20,Henan,200,7396
2026-05-03,13:39:56,shop.example.com,/index,10.11.0.49,Shanghai,200,19647
2026-05-03,13:52:00,game.example.com,/community,10.20.0.79,Chongqing,304,1681
2026-05-03,13:53:45,game.example.com,/rank,10.11.0.76,Shanghai,200,9788
2026-05-03,14:16:55,study.example.com,/exam,10.19.0.5,Henan,200,20838
2026-05-03,14:27:33,video.example.com,/index,10.13.0.68,Zhejiang,200,21795
2026-05-03,15:06:58,news.example.com,/world,10.14.0.34,Jiangsu,200,17715
2026-05-03,15:26:19,game.example.com,/download,10.17.0.70,Fujian,200,20948
2026-05-03,15:40:51,game.example.com,/rank,10.10.0.22,Beijing,200,17532
2026-05-03,15:41:56,travel.example.com,/flight,10.21.0.77,Tianjin,200,13624
2026-05-03,15:46:29,shop.example.com,/index,10.11.0.42,Shanghai,200,20577
2026-05-03,16:06:12,news.example.com,/sports,10.16.0.61,Hubei,200,19841
2026-05-03,16:19:47,game.example.com,/index,10.21.0.67,Tianjin,200,9507
2026-05-03,16:27:08,travel.example.com,/index,10.16.0.45,Hubei,200,3533
2026-05-03,16:28:31,news.example.com,/sports,10.19.0.30,Henan,200,22126
2026-05-03,16:30:42,shop.example.com,/search,10.15.0.76,Sichuan,200,7715
2026-05-03,16:33:09,game.example.com,/store,10.17.0.41,Fujian,200,8383
2026-05-03,16:35:46,shop.example.com,/detail,10.19.0.53,Henan,200,13693
2026-05-03,16:41:01,game.example.com,/download,10.14.0.56,Jiangsu,200,16875
2026-05-03,16:42:18,shop.example.com,/pay,10.11.0.15,Shanghai,200,4721
2026-05-03,16:46:11,shop.example.com,/pay,10.20.0.66,Chongqing,200,17970
2026-05-03,16:47:39,news.example.com,/index,10.14.0.57,Jiangsu,200,18850
2026-05-03,16:54:41,shop.example.com,/search,10.20.0.73,Chongqing,200,3367
2026-05-03,17:08:58,game.example.com,/store,10.20.0.37,Chongqing,200,14737
2026-05-03,17:10:53,game.example.com,/download,10.21.0.81,Tianjin,304,15949
2026-05-03,17:15:39,study.example.com,/course,10.16.0.7,Hubei,200,3981
2026-05-03,17:18:15,travel.example.com,/flight,10.14.0.56,Jiangsu,200,7782
2026-05-03,17:21:04,news.example.com,/video,10.12.0.70,Guangdong,200,17716
2026-05-03,17:45:03,travel.example.com,/ticket,10.16.0.68,Hubei,200,16980
2026-05-03,17:52:23,game.example.com,/index,10.10.0.49,Beijing,200,17199
2026-05-03,18:03:32,travel.example.com,/guide,10.14.0.4,Jiangsu,200,13394
2026-05-03,18:32:47,shop.example.com,/search,10.12.0.74,Guangdong,200,15550
2026-05-03,18:39:57,video.example.com,/live,10.21.0.55,Tianjin,404,16609
2026-05-03,18:46:24,study.example.com,/resource,10.14.0.66,Jiangsu,200,5287
2026-05-03,18:47:19,news.example.com,/video,10.20.0.43,Chongqing,200,1795
2026-05-03,18:54:29,news.example.com,/sports,10.19.0.8,Henan,200,4564
2026-05-03,19:10:03,video.example.com,/vip,10.13.0.66,Zhejiang,200,21873
2026-05-03,19:12:56,shop.example.com,/search,10.21.0.31,Tianjin,200,17228
2026-05-03,19:38:20,game.example.com,/index,10.16.0.23,Hubei,200,21524
2026-05-03,19:41:38,travel.example.com,/order,10.12.0.5,Guangdong,200,16158
2026-05-03,19:47:36,study.example.com,/forum,10.18.0.4,Shandong,200,12438
2026-05-03,19:47:38,shop.example.com,/index,10.19.0.21,Henan,200,17570
2026-05-03,19:52:50,shop.example.com,/order,10.17.0.55,Fujian,200,3152
2026-05-03,19:53:01,news.example.com,/sports,10.10.0.3,Beijing,200,6806
2026-05-03,19:54:27,game.example.com,/rank,10.18.0.16,Shandong,200,12854
2026-05-03,20:10:20,game.example.com,/index,10.15.0.17,Sichuan,304,3563
2026-05-03,20:12:16,news.example.com,/video,10.19.0.63,Henan,200,6710
2026-05-03,20:16:16,shop.example.com,/pay,10.10.0.38,Beijing,200,8476
2026-05-03,20:20:15,travel.example.com,/flight,10.10.0.75,Beijing,200,15043
2026-05-03,20:22:02,video.example.com,/vip,10.14.0.59,Jiangsu,200,2708
2026-05-03,20:25:11,travel.example.com,/hotel,10.21.0.12,Tianjin,200,1490
2026-05-03,20:32:07,shop.example.com,/order,10.11.0.3,Shanghai,200,10194
2026-05-03,20:32:23,shop.example.com,/index,10.20.0.37,Chongqing,200,12417
2026-05-03,20:37:28,shop.example.com,/order,10.10.0.32,Beijing,200,9991
2026-05-03,20:42:18,shop.example.com,/search,10.18.0.15,Shandong,200,23420
2026-05-03,20:47:51,travel.example.com,/index,10.20.0.17,Chongqing,200,15526
2026-05-03,20:54:23,news.example.com,/world,10.14.0.9,Jiangsu,200,3841
2026-05-03,21:01:49,shop.example.com,/pay,10.10.0.41,Beijing,200,7470
2026-05-03,21:03:56,news.example.com,/video,10.19.0.51,Henan,200,9323
2026-05-03,21:17:58,game.example.com,/community,10.21.0.24,Tianjin,200,22327
2026-05-03,21:18:06,video.example.com,/index,10.18.0.11,Shandong,200,10506
2026-05-03,21:21:04,study.example.com,/exam,10.14.0.46,Jiangsu,200,4288
2026-05-03,21:24:54,study.example.com,/exam,10.19.0.62,Henan,404,23112
2026-05-03,21:32:29,video.example.com,/index,10.14.0.26,Jiangsu,200,16529
2026-05-03,21:35:26,travel.example.com,/flight,10.14.0.7,Jiangsu,200,9432
2026-05-03,21:39:41,travel.example.com,/index,10.17.0.36,Fujian,200,23836
2026-05-03,21:44:24,news.example.com,/world,10.16.0.35,Hubei,200,8107
2026-05-03,21:44:28,news.example.com,/index,10.10.0.47,Beijing,200,5107
2026-05-03,21:46:34,shop.example.com,/cart,10.14.0.72,Jiangsu,200,1593
2026-05-03,21:51:29,shop.example.com,/order,10.13.0.10,Zhejiang,200,23425
2026-05-03,21:53:17,shop.example.com,/index,10.10.0.39,Beijing,200,15128
2026-05-03,21:58:38,travel.example.com,/order,10.15.0.32,Sichuan,200,5519
2026-05-03,22:07:16,news.example.com,/video,10.21.0.64,Tianjin,200,21526
2026-05-03,22:07:22,study.example.com,/profile,10.19.0.17,Henan,200,16175
2026-05-03,22:12:22,news.example.com,/finance,10.18.0.14,Shandong,200,7232
2026-05-03,22:16:16,study.example.com,/resource,10.10.0.6,Beijing,200,12322
2026-05-03,22:51:35,news.example.com,/video,10.10.0.17,Beijing,200,13346
2026-05-03,23:32:48,shop.example.com,/detail,10.17.0.6,Fujian,200,17103
2026-05-04,00:16:20,shop.example.com,/pay,10.21.0.53,Tianjin,200,2539
2026-05-04,01:22:06,travel.example.com,/ticket,10.15.0.46,Sichuan,200,2505
2026-05-04,06:53:52,shop.example.com,/cart,10.10.0.15,Beijing,200,1382
2026-05-04,07:55:44,shop.example.com,/pay,10.20.0.31,Chongqing,200,6376
2026-05-04,08:06:51,video.example.com,/shorts,10.19.0.59,Henan,200,8638
2026-05-04,08:07:45,news.example.com,/sports,10.21.0.50,Tianjin,200,22102
2026-05-04,08:08:58,news.example.com,/world,10.10.0.59,Beijing,200,14909
2026-05-04,08:13:27,game.example.com,/news,10.11.0.45,Shanghai,200,21976
2026-05-04,08:48:56,shop.example.com,/cart,10.18.0.18,Shandong,200,4279
2026-05-04,09:10:18,shop.example.com,/index,10.21.0.11,Tianjin,200,4227
2026-05-04,09:43:56,shop.example.com,/search,10.13.0.44,Zhejiang,200,6865
2026-05-04,09:47:12,study.example.com,/resource,10.15.0.46,Sichuan,200,813
2026-05-04,09:49:12,shop.example.com,/pay,10.11.0.70,Shanghai,500,19182
2026-05-04,10:00:24,shop.example.com,/detail,10.15.0.66,Sichuan,200,1934
2026-05-04,10:01:07,travel.example.com,/flight,10.17.0.37,Fujian,200,13784
2026-05-04,10:38:33,shop.example.com,/detail,10.16.0.81,Hubei,200,21394
2026-05-04,10:51:54,shop.example.com,/detail,10.20.0.6,Chongqing,200,6478
2026-05-04,11:10:27,shop.example.com,/index,10.12.0.74,Guangdong,200,8995
2026-05-04,11:20:35,study.example.com,/course,10.20.0.46,Chongqing,200,7850
2026-05-04,11:24:38,news.example.com,/index,10.11.0.66,Shanghai,200,7163
2026-05-04,11:29:43,shop.example.com,/index,10.15.0.9,Sichuan,200,22134
2026-05-04,11:57:44,video.example.com,/vip,10.19.0.50,Henan,200,16097
2026-05-04,12:09:26,video.example.com,/index,10.15.0.3,Sichuan,200,21736
2026-05-04,12:24:09,shop.example.com,/search,10.19.0.21,Henan,200,1578
2026-05-04,12:39:46,travel.example.com,/guide,10.13.0.15,Zhejiang,200,7124
2026-05-04,12:41:45,shop.example.com,/detail,10.10.0.3,Beijing,200,15476
2026-05-04,12:47:55,video.example.com,/vip,10.19.0.32,Henan,200,23125
2026-05-04,13:08:38,shop.example.com,/detail,10.15.0.59,Sichuan,200,1423
