date,time,site,url,ip,region,status,bytes
2026-05-01,10:38:14,news.example.com,/finance,10.15.0.50,Sichuan,200,7478
2026-05-01,10:41:49,study.example.com,/course,10.13.0.29,Zhejiang,200,17729
2026-05-01,10:44:39,shop.example.com,/index,10.16.0.20,Hubei,200,22249
2026-05-01,10:48:35,game.example.com,/store,10.21.0.51,Tianjin,200,16693
2026-05-01,10:49:38,news.example.com,/index,10.17.0.51,Fujian,500,14235
2026-05-01,10:52:53,news.example.com,/index,10.11.0.23,Shanghai,200,2467
2026-05-01,10:57:46,game.example.com,/news,10.15.0.17,Sichuan,200,3196
2026-05-01,10:58:47,study.example.com,/resource,10.21.0.17,Tianjin,200,4273
2026-05-01,11:01:00,news.example.com,/index,10.14.0.30,Jiangsu,200,1810
2026-05-01,11:22:11,shop.example.com,/cart,10.21.0.61,Tianjin,200,2336
2026-05-01,11:24:22,study.example.com,/forum,10.21.0.5,Tianjin,404,7669
2026-05-01,11:31:21,game.example.com,/community,10.18.0.36,Shandong,200,6054
2026-05-01,11:43:46,shop.example.com,/detail,10.18.0.79,Shandong,304,11938
2026-05-01,11:47:40,shop.example.com,/cart,10.18.0.43,Shandong,200,22767
2026-05-01,11:47:46,shop.example.com,/order,10.21.0.80,Tianjin,200,11515
2026-05-01,11:49:20,video.example.com,/movie,10.16.0.3,Hubei,200,20748
2026-05-01,11:51:40,travel.example.com,/hotel,10.13.0.58,Zhejiang,200,4470
2026-05-01,11:53:32,video.example.com,/index,10.18.0.62,Shandong,200,17720
2026-05-01,11:54:49,study.example.com,/profile,10.21.0.56,Tianjin,200,8491
2026-05-01,11:55:21,video.example.com,/shorts,10.17.0.28,Fujian,200,17481
2026-05-01,11:57:43,video.example.com,/live,10.11.0.33,Shanghai,200,13300
2026-05-01,11:59:29,game.example.com,/download,10.12.0.68,Guangdong,200,14652
2026-05-01,11:59:34,game.example.com,/index,10.18.0.56,Shandong,200,9404
2026-05-01,11:59:41,video.example.com,/movie,10.12.0.23,Guangdong,200,23640
2026-05-01,12:04:30,video.example.com,/movie,10.20.0.73,Chongqing,200,15476
2026-05-01,12:05:52,news.example.com,/index,10.19.0.31,Henan,200,12931
2026-05-01,12:10:11,study.example.com,/index,10.10.0.27,Beijing,200,6840
2026-05-01,12:10:30,game.example.com,/community,10.19.0.9,Henan,200,7766
2026-05-01,12:11:17,video.example.com,/movie,10.13.0.64,Zhejiang,200,13311
2026-05-01,12:15:32,study.example.com,/resource,10.13.0.64,Zhejiang,200,16988
2026-05-01,12:16:07,video.example.com,/live,10.21.0.61,Tianjin,200,4515
2026-05-01,12:19:52,shop.example.com,/pay,10.11.0.61,Shanghai,200,20369
2026-05-01,12:19:54,shop.example.com,/detail,10.19.0.35,Henan,200,22345
2026-05-01,12:20:04,travel.example.com,/flight,10.18.0.74,Shandong,200,14190
2026-05-01,12:22:40,news.example.com,/tech,10.18.0.30,Shandong,304,16181
2026-05-01,12:23:34,news.example.com,/sports,10.13.0.35,Zhejiang,304,6551
2026-05-01,12:24:15,study.example.com,/index,10.16.0.11,Hubei,200,8557
2026-05-01,12:26:51,news.example.com,/finance,10.16.0.48,Hubei,200,20843
2026-05-01,12:28:51,study.example.com,/index,10.18.0.30,Shandong,200,4130
2026-05-01,12:29:34,news.example.com,/tech,10.20.0.68,Chongqing,200,13335
2026-05-01,12:35:18,news.example.com,/finance,10.16.0.73,Hubei,200,7386
2026-05-01,12:35:18,news.example.com,/finance,10.21.0.16,Tianjin,404,8602
2026-05-01,12:37:02,news.example.com,/world,10.12.0.12,Guangdong,200,1469
2026-05-01,12:40:14,news.example.com,/index,10.10.0.42,Beijing,200,2818
2026-05-01,12:43:50,travel.example.com,/index,10.14.0.64,Jiangsu,200,4994
2026-05-01,12:49:53,news.example.com,/index,10.11.0.5,Shanghai,200,21832
2026-05-01,12:53:10,study.example.com,/course,10.12.0.14,Guangdong,500,12118
2026-05-01,12:53:27,game.example.com,/community,10.19.0.26,Henan,200,1799
2026-05-01,12:55:41,travel.example.com,/hotel,10.12.0.29,Guangdong,200,16854
2026-05-01,12:58:12,video.example.com,/index,10.14.0.26,Jiangsu,200,20851
2026-05-01,12:59:42,news.example.com,/tech,10.14.0.67,Jiangsu,200,11793
2026-05-01,13:03:29,game.example.com,/index,10.20.0.11,Chongqing,200,5980
2026-05-01,13:03:33,video.example.com,/series,10.15.0.77,Sichuan,304,20480
2026-05-01,13:08:59,video.example.com,/shorts,10.20.0.58,Chongqing,200,11382
2026-05-01,13:10:33,game.example.com,/rank,10.13.0.81,Zhejiang,200,10096
2026-05-01,13:10:59,shop.example.com,/cart,10.17.0.26,Fujian,200,5782
2026-05-01,13:11:15,shop.example.com,/search,10.18.0.75,Shandong,200,17201
2026-05-01,13:11:34,game.example.com,/community,10.21.0.69,Tianjin,200,20283
2026-05-01,13:13:02,news.example.com,/tech,10.21.0.24,Tianjin,200,21778
2026-05-01,13:16:15,shop.example.com,/cart,10.17.0.49,Fujian,200,3925
2026-05-01,13:18:02,video.example.com,/series,10.14.0.34,Jiangsu,200,9095
2026-05-01,13:18:37,video.example.com,/index,10.21.0.12,Tianjin,200,20900
2026-05-01,13:19:33,shop.example.com,/pay,10.15.0.76,Sichuan,200,14057
2026-05-01,13:25:20,shop.example.com,/pay,10.21.0.28,Tianjin,200,9180
2026-05-01,13:27:21,news.example.com,/video,10.11.0.69,Shanghai,200,16114
2026-05-01,13:31:55,study.example.com,/exam,10.13.0.27,Zhejiang,200,5732
2026-05-01,13:35:33,study.example.com,/exam,10.17.0.44,Fujian,200,1402
2026-05-01,13:38:40,travel.example.com,/ticket,10.16.0.41,Hubei,200,1955
2026-05-01,13:38:48,video.example.com,/live,10.19.0.55,Henan,200,8927
2026-05-01,13:39:25,shop.example.com,/detail,10.17.0.48,Fujian,200,5013
2026-05-01,13:41:27,shop.example.com,/detail,10.11.0.55,Shanghai,200,15888
2026-05-01,13:45:44,shop.example.com,/index,10.17.0.59,Fujian,200,17408
2026-05-01,13:48:11,shop.example.com,/search,10.12.0.73,Guangdong,200,9929
2026-05-01,13:51:14,shop.example.com,/detail,10.16.0.20,Hubei,200,16005
2026-05-01,14:04:49,shop.example.com,/detail,10.12.0.35,Guangdong,200,12470
2026-05-01,14:09:08,video.example.com,/series,10.12.0.33,Guangdong,200,17945
2026-05-01,14:10:15,travel.example.com,/ticket,10.19.0.81,Henan,200,8934
2026-05-01,14:13:07,video.example.com,/series,10.17.0.60,Fujian,200,5969
2026-05-01,14:19:49,study.example.com,/course,10.17.0.61,Fujian,200,1446
2026-05-01,14:21:01,shop.example.com,/detail,10.15.0.10,Sichuan,200,23049
2026-05-01,14:21:27,video.example.com,/series,10.20.0.51,Chongqing,200,22742
2026-05-01,14:22:21,news.example.com,/video,10.15.0.29,Sichuan,200,15603
2026-05-01,14:23:57,video.example.com,/index,10.20.0.41,Chongqing,200,11199
2026-05-01,14:27:42,game.example.com,/download,10.14.0.29,Jiangsu,200,3436
2026-05-01,14:43:17,video.example.com,/movie,10.18.0.36,Shandong,200,13602
2026-05-01,14:51:25,shop.example.com,/order,10.14.0.45,Jiangsu,200,20427
2026-05-01,14:51:42,shop.example.com,/search,10.11.0.60,Shanghai,200,13083
2026-05-01,14:52:34,game.example.com,/community,10.19.0.37,Henan,200,2169
2026-05-01,14:56:00,video.example.com,/live,10.20.0.6,Chongqing,200,17760
2026-05-01,14:58:18,news.example.com,/sports,10.12.0.36,Guangdong,200,20426
2026-05-01,15:03:30,video.example.com,/index,10.20.0.71,Chongqing,200,4718
2026-05-01,15:12:38,news.example.com,/world,10.18.0.68,Shandong,200,19750
2026-05-01,15:16:36,video.example.com,/movie,10.11.0.6,Shanghai,200,17142
2026-05-01,15:17:15,travel.example.com,/guide,10.11.0.75,Shanghai,200,9922
2026-05-01,15:23:25,news.example.com,/tech,10.10.0.64,Beijing,200,14916
2026-05-01,15:26:11,video.example.com,/series,10.12.0.2,Guangdong,200,2237
2026-05-01,15:28:57,shop.example.com,/search,10.13.0.14,Zhejiang,304,7164
2026-05-01,15:30:36,news.example.com,/finance,10.17.0.62,Fujian,200,21654
2026-05-01,15:31:17,travel.example.com,/guide,10.11.0.41,Shanghai,200,6537
2026-05-01,15:32:11,news.example.com,/world,10.15.0.52,Sichuan,200,13630
2026-05-01,15:32:52,news.example.com,/video,10.10.0.48,Beijing,200,11735
2026-05-01,15:35:14,video.example.com,/index,10.17.0.79,Fujian,404,23660
2026-05-01,15:37:07,shop.example.com,/cart,10.11.0.41,Shanghai,200,18695
2026-05-01,15:37:55,game.example.com,/community,10.13.0.33,Zhejiang,200,18653
2026-05-01,15:43:50,news.example.com,/world,10.17.0.33,Fujian,200,20394
2026-05-01,15:48:03,news.example.com,/finance,10.20.0.51,Chongqing,404,14207
2026-05-01,15:52:11,news.example.com,/tech,10.17.0.63,Fujian,200,4347
2026-05-01,15:52:28,study.example.com,/index,10.13.0.77,Zhejiang,200,3963
2026-05-01,15:59:25,video.example.com,/live,10.21.0.21,Tianjin,200,3608
2026-05-01,16:00:01,news.example.com,/finance,10.14.0.45,Jiangsu,404,22523
2026-05-01,16:00:36,video.example.com,/series,10.14.0.25,Jiangsu,200,7556
2026-05-01,16:01:31,news.example.com,/index,10.18.0.25,Shandong,200,5691
2026-05-01,16:02:48,shop.example.com,/order,10.14.0.12,Jiangsu,200,3628
2026-05-01,16:11:26,video.example.com,/vip,10.19.0.80,Henan,200,15103
2026-05-01,16:12:02,video.example.com,/index,10.20.0.73,Chongqing,200,7279
2026-05-01,16:12:58,shop.example.com,/index,10.18.0.73,Shandong,200,21008
2026-05-01,16:14:15,news.example.com,/index,10.10.0.69,Beijing,200,13988
2026-05-01,16:18:52,shop.example.com,/cart,10.11.0.43,Shanghai,200,9860
2026-05-01,16:19:19,video.example.com,/shorts,10.20.0.24,Chongqing,304,13816
2026-05-01,16:23:04,shop.example.com,/pay,10.18.0.17,Shandong,200,3872
2026-05-01,16:26:04,shop.example.com,/index,10.11.0.71,Shanghai,200,18611
2026-05-01,16:34:53,study.example.com,/index,10.18.0.41,Shandong,200,5717
2026-05-01,16:38:27,study.example.com,/exam,10.15.0.32,Sichuan,200,18222
2026-05-01,16:39:46,shop.example.com,/cart,10.21.0.29,Tianjin,200,17168
2026-05-01,16:42:45,shop.example.com,/order,10.12.0.5,Guangdong,200,14376
2026-05-01,16:45:44,video.example.com,/series,10.20.0.70,Chongqing,200,8279
2026-05-01,16:45:52,news.example.com,/world,10.11.0.52,Shanghai,200,20516
2026-05-01,16:46:34,game.example.com,/rank,10.11.0.77,Shanghai,200,16863
2026-05-01,16:47:53,shop.example.com,/cart,10.11.0.7,Shanghai,200,9939
2026-05-01,16:49:21,news.example.com,/finance,10.13.0.10,Zhejiang,200,1948
2026-05-01,17:00:06,news.example.com,/tech,10.19.0.25,Henan,200,22929
2026-05-01,17:00:06,shop.example.com,/index,10.13.0.75,Zhejiang,200,6961
2026-05-01,17:02:19,shop.example.com,/cart,10.17.0.6,Fujian,200,4517
2026-05-01,17:04:26,video.example.com,/series,10.14.0.75,Jiangsu,200,14631
2026-05-01,17:08:53,video.example.com,/series,10.20.0.44,Chongqing,200,14798
2026-05-01,17:09:27,game.example.com,/rank,10.20.0.34,Chongqing,200,17404
2026-05-01,17:10:39,shop.example.com,/search,10.17.0.50,Fujian,200,15794
2026-05-01,17:17:46,video.example.com,/index,10.11.0.58,Shanghai,200,14995
2026-05-01,17:18:00,travel.example.com,/flight,10.18.0.10,Shandong,200,9004
2026-05-01,17:18:42,study.example.com,/resource,10.18.0.57,Shandong,200,13686
2026-05-01,17:19:20,study.example.com,/exam,10.17.0.46,Fujian,200,16768
2026-05-01,17:24:34,news.example.com,/sports,10.19.0.67,Henan,200,4018
2026-05-01,17:28:10,shop.example.com,/search,10.13.0.14,Zhejiang,304,13319
2026-05-01,17:28:59,game.example.com,/rank,10.10.0.51,Beijing,200,11900
2026-05-01,17:32:56,news.example.com,/sports,10.12.0.60,Guangdong,200,13766
2026-05-01,17:33:51,study.example.com,/course,10.14.0.73,Jiangsu,200,15416
2026-05-01,17:34:24,video.example.com,/live,10.16.0.75,Hubei,200,20411
2026-05-01,17:35:49,study.example.com,/index,10.16.0.53,Hubei,200,17010
2026-05-01,17:36:20,shop.example.com,/cart,10.14.0.45,Jiangsu,200,7558
2026-05-01,17:40:50,travel.example.com,/hotel,10.16.0.5,Hubei,200,2487
2026-05-01,17:40:59,news.example.com,/video,10.19.0.21,Henan,404,7093
2026-05-01,17:43:32,video.example.com,/movie,10.13.0.3,Zhejiang,200,3453
2026-05-01,17:44:11,shop.example.com,/detail,10.17.0.62,Fujian,200,8152
2026-05-01,17:45:26,study.example.com,/course,10.13.0.71,Zhejiang,200,18525
2026-05-01,17:46:10,study.example.com,/resource,10.17.0.31,Fujian,304,11563
2026-05-01,17:47:30,video.example.com,/live,10.14.0.4,Jiangsu,200,3210
2026-05-01,17:47:54,video.example.com,/series,10.19.0.7,Henan,200,9158
2026-05-01,17:50:06,news.example.com,/video,10.20.0.39,Chongqing,200,16869
2026-05-01,17:50:11,news.example.com,/sports,10.12.0.27,Guangdong,200,17803
2026-05-01,17:52:59,shop.example.com,/pay,10.13.0.78,Zhejiang,200,13768
2026-05-01,17:55:54,shop.example.com,/order,10.19.0.45,Henan,200,8145
2026-05-01,17:56:32,news.example.com,/tech,10.19.0.7,Henan,200,18964
2026-05-01,18:03:56,video.example.com,/live,10.17.0.34,Fujian,200,7542
2026-05-01,18:06:09,shop.example.com,/search,10.21.0.38,Tianjin,200,10991
2026-05-01,18:07:44,study.example.com,/exam,10.16.0.77,Hubei,200,16812
2026-05-01,18:10:00,video.example.com,/vip,10.13.0.2,Zhejiang,200,23044
2026-05-01,18:10:59,news.example.com,/finance,10.13.0.70,Zhejiang,200,20669
2026-05-01,18:13:44,shop.example.com,/index,10.18.0.27,Shandong,404,21136
2026-05-01,18:18:11,shop.example.com,/index,10.18.0.3,Shandong,200,12516
2026-05-01,18:22:27,video.example.com,/live,10.16.0.21,Hubei,200,6202
2026-05-01,18:23:50,shop.example.com,/order,10.20.0.8,Chongqing,200,15726
2026-05-01,18:23:55,news.example.com,/world,10.14.0.10,Jiangsu,200,1930
2026-05-01,18:23:55,shop.example.com,/index,10.10.0.18,Beijing,200,12832
2026-05-01,18:25:31,video.example.com,/vip,10.11.0.42,Shanghai,200,8512
2026-05-01,18:26:05,game.example.com,/rank,10.10.0.7,Beijing,200,19393
2026-05-01,18:30:54,game.example.com,/rank,10.17.0.66,Fujian,200,15516
2026-05-01,18:31:46,travel.example.com,/guide,10.21.0.58,Tianjin,200,4750
2026-05-01,18:36:19,travel.example.com,/index,10.13.0.73,Zhejiang,200,22985
2026-05-01,18:37:54,study.example.com,/profile,10.19.0.76,Henan,200,2392
2026-05-01,18:39:17,video.example.com,/index,10.16.0.74,Hubei,200,18402
2026-05-01,18:42:51,travel.example.com,/order,10.19.0.46,Henan,200,11916
2026-05-01,18:44:53,shop.example.com,/pay,10.15.0.18,Sichuan,200,13466
2026-05-01,18:47:56,game.example.com,/store,10.13.0.2,Zhejiang,200,7395
2026-05-01,18:48:35,game.example.com,/index,10.14.0.76,Jiangsu,200,10513
2026-05-01,18:50:40,shop.example.com,/detail,10.13.0.9,Zhejiang,200,13454
2026-05-01,18:54:02,shop.example.com,/search,10.16.0.57,Hubei,200,21699
2026-05-01,18:56:13,study.example.com,/forum,10.16.0.53,Hubei,200,22459
2026-05-01,18:56:28,shop.example.com,/pay,10.20.0.78,Chongqing,200,15009
2026-05-01,18:57:20,video.example.com,/movie,10.18.0.25,Shandong,200,15213
2026-05-01,18:59:23,video.example.com,/live,10.11.0.26,Shanghai,200,7809
2026-05-01,18:59:34,news.example.com,/finance,10.15.0.21,Sichuan,200,20294
2026-05-01,19:00:08,travel.example.com,/ticket,10.12.0.56,Guangdong,200,15924
2026-05-01,19:00:17,news.example.com,/tech,10.10.0.10,Beijing,404,6303
2026-05-01,19:02:17,video.example.com,/movie,10.17.0.79,Fujian,200,7861
2026-05-01,19:09:01,news.example.com,/tech,10.18.0.19,Shandong,200,7163
2026-05-01,19:11:18,shop.example.com,/detail,10.18.0.32,Shandong,200,11738
2026-05-01,19:11:29,news.example.com,/finance,10.19.0.37,Henan,200,16016
2026-05-01,19:11:42,study.example.com,/index,10.19.0.31,Henan,500,14013
2026-05-01,19:14:18,video.example.com,/vip,10.19.0.43,Henan,200,10743
2026-05-01,19:14:54,video.example.com,/index,10.17.0.50,Fujian,200,2260
2026-05-01,19:14:57,game.example.com,/download,10.13.0.60,Zhejiang,200,3321
2026-05-01,19:17:41,news.example.com,/tech,10.10.0.37,Beijing,200,10854
2026-05-01,19:17:59,study.example.com,/index,10.10.0.71,Beijing,200,12683
2026-05-01,19:19:35,news.example.com,/index,10.12.0.53,Guangdong,200,4635
2026-05-01,19:22:24,travel.example.com,/guide,10.17.0.49,Fujian,200,4499
2026-05-01,19:22:33,study.example.com,/profile,10.16.0.27,Hubei,200,23321
2026-05-01,19:22:54,shop.example.com,/order,10.20.0.60,Chongqing,200,7240
2026-05-01,19:25:10,video.example.com,/vip,10.20.0.15,Chongqing,200,23590
2026-05-01,19:26:37,study.example.com,/exam,10.15.0.79,Sichuan,200,11095
2026-05-01,19:27:39,video.example.com,/shorts,10.10.0.58,Beijing,200,13595
2026-05-01,19:28:38,video.example.com,/index,10.13.0.76,Zhejiang,200,18177
2026-05-01,19:30:31,shop.example.com,/pay,10.11.0.35,Shanghai,200,13142
2026-05-01,19:30:41,video.example.com,/movie,10.16.0.2,Hubei,200,12414
2026-05-01,19:32:46,game.example.com,/community,10.11.0.56,Shanghai,200,18517
2026-05-01,19:32:55,news.example.com,/sports,10.15.0.20,Sichuan,200,12694
2026-05-01,19:33:37,video.example.com,/live,10.11.0.54,Shanghai,200,22863
2026-05-01,19:34:28,shop.example.com,/cart,10.12.0.70,Guangdong,200,18014
2026-05-01,19:37:34,study.example.com,/forum,10.17.0.15,Fujian,200,16373
2026-05-01,19:38:10,study.example.com,/profile,10.10.0.26,Beijing,200,13526
2026-05-01,19:38:19,shop.example.com,/search,10.20.0.25,Chongqing,200,13262
2026-05-01,19:39:06,study.example.com,/profile,10.16.0.9,Hubei,200,6291
2026-05-01,19:40:03,news.example.com,/sports,10.21.0.40,Tianjin,500,22635
2026-05-01,19:40:38,travel.example.com,/order,10.15.0.31,Sichuan,200,23174
2026-05-01,19:42:57,news.example.com,/tech,10.14.0.47,Jiangsu,304,7364
2026-05-01,19:43:23,study.example.com,/profile,10.19.0.76,Henan,200,1952
2026-05-01,19:43:33,video.example.com,/vip,10.18.0.35,Shandong,200,13367
2026-05-01,19:48:08,study.example.com,/forum,10.12.0.15,Guangdong,200,6607
2026-05-01,19:48:12,game.example.com,/download,10.15.0.59,Sichuan,200,16492
2026-05-01,19:49:22,video.example.com,/movie,10.18.0.76,Shandong,200,13156
2026-05-01,19:49:45,shop.example.com,/order,10.13.0.2,Zhejiang,200,12973
2026-05-01,19:49:50,game.example.com,/download,10.13.0.55,Zhejiang,200,18546
2026-05-01,19:50:46,study.example.com,/forum,10.14.0.40,Jiangsu,200,9451
2026-05-01,19:53:42,video.example.com,/vip,10.10.0.30,Beijing,200,4477
2026-05-01,19:56:27,news.example.com,/sports,10.16.0.12,Hubei,200,10862
2026-05-01,19:59:11,video.example.com,/vip,10.21.0.36,Tianjin,200,17075
2026-05-01,19:59:54,shop.example.com,/order,10.20.0.72,Chongqing,200,7421
2026-05-01,20:01:39,game.example.com,/download,10.13.0.17,Zhejiang,404,20967
2026-05-01,20:02:20,study.example.com,/exam,10.19.0.24,Henan,200,2587
2026-05-01,20:02:31,news.example.com,/index,10.13.0.35,Zhejiang,200,18989
2026-05-01,20:05:55,travel.example.com,/index,10.15.0.11,Sichuan,200,14817
2026-05-01,20:11:34,shop.example.com,/index,10.14.0.31,Jiangsu,200,23095
2026-05-01,20:13:42,video.example.com,/vip,10.15.0.66,Sichuan,200,1719
2026-05-01,20:15:18,game.example.com,/index,10.18.0.17,Shandong,404,5454
2026-05-01,20:17:48,travel.example.com,/order,10.19.0.69,Henan,200,18678
2026-05-01,20:18:09,travel.example.com,/guide,10.11.0.68,Shanghai,200,12069
2026-05-01,20:19:07,news.example.com,/index,10.17.0.28,Fujian,200,11584
2026-05-01,20:19:42,news.example.com,/index,10.11.0.53,Shanghai,200,7872
2026-05-01,20:20:54,travel.example.com,/order,10.19.0.30,Henan,200,8059
2026-05-01,20:21:52,game.example.com,/download,10.20.0.36,Chongqing,200,15492
2026-05-01,20:22:03,travel.example.com,/flight,10.19.0.35,Henan,200,9701
2026-05-01,20:23:01,game.example.com,/index,10.11.0.53,Shanghai,304,16813
2026-05-01,20:25:14,news.example.com,/finance,10.15.0.81,Sichuan,200,2706
2026-05-01,20:25:37,shop.example.com,/pay,10.11.0.20,Shanghai,200,12426
2026-05-01,20:32:53,news.example.com,/finance,10.18.0.40,Shandong,500,3895
2026-05-01,20:33:32,video.example.com,/live,10.10.0.69,Beijing,200,14440
2026-05-01,20:34:31,shop.example.com,/index,10.20.0.55,Chongqing,200,21705
2026-05-01,20:40:39,news.example.com,/finance,10.16.0.10,Hubei,200,21500
2026-05-01,20:40:54,video.example.com,/series,10.10.0.53,Beijing,200,12198
2026-05-01,20:41:30,study.example.com,/forum,10.20.0.41,Chongqing,200,23438
2026-05-01,20:41:32,news.example.com,/world,10.12.0.80,Guangdong,200,2198
2026-05-01,20:41:51,news.example.com,/sports,10.19.0.53,Henan,200,14622
