date,time,site,url,ip,region,status,bytes
2026-05-01,10:31:39,shop.example.com,/detail,10.20.0.76,Chongqing,200,10015
2026-05-01,10:33:29,study.example.com,/index,10.19.0.17,Henan,200,4046
2026-05-01,10:35:08,shop.example.com,/pay,10.12.0.80,Guangdong,200,10002
2026-05-01,10:36:54,study.example.com,/index,10.20.0.46,Chongqing,200,20799
2026-05-01,10:38:20,news.example.com,/finance,10.11.0.68,Shanghai,200,15924
2026-05-01,10:39:42,shop.example.com,/pay,10.12.0.69,Guangdong,200,10336
2026-05-01,10:41:12,shop.example.com,/order,10.18.0.41,Shandong,200,2969
2026-05-01,10:46:48,study.example.com,/index,10.20.0.28,Chongqing,200,15995
2026-05-01,10:49:32,news.example.com,/video,10.11.0.30,Shanghai,200,6390
2026-05-01,10:50:51,news.example.com,/video,10.19.0.65,Henan,200,13476
2026-05-01,10:54:02,news.example.com,/tech,10.18.0.63,Shandong,200,16459
2026-05-01,10:56:29,shop.example.com,/order,10.15.0.52,Sichuan,200,23979
2026-05-01,10:58:14,news.example.com,/tech,10.13.0.78,Zhejiang,200,20655
2026-05-01,11:00:33,shop.example.com,/cart,10.13.0.35,Zhejiang,304,22465
2026-05-01,11:03:41,game.example.com,/index,10.12.0.50,Guangdong,200,14479
2026-05-01,11:21:19,shop.example.com,/order,10.16.0.29,Hubei,200,9671
2026-05-01,11:25:50,news.example.com,/tech,10.15.0.37,Sichuan,200,18129
2026-05-01,11:27:54,shop.example.com,/cart,10.10.0.48,Beijing,500,10358
2026-05-01,11:33:52,video.example.com,/index,10.11.0.21,Shanghai,304,18266
2026-05-01,11:35:44,news.example.com,/world,10.16.0.48,Hubei,200,17351
2026-05-01,11:35:44,video.example.com,/live,10.19.0.68,Henan,200,13508
2026-05-01,11:41:21,travel.example.com,/flight,10.12.0.24,Guangdong,200,14585
2026-05-01,11:49:09,shop.example.com,/search,10.18.0.6,Shandong,200,20736
2026-05-01,11:49:09,video.example.com,/movie,10.21.0.63,Tianjin,200,14199
2026-05-01,11:54:36,news.example.com,/finance,10.13.0.17,Zhejiang,200,20123
2026-05-01,11:54:40,shop.example.com,/detail,10.20.0.7,Chongqing,200,12438
2026-05-01,11:58:37,news.example.com,/video,10.13.0.22,Zhejiang,200,18474
2026-05-01,11:59:38,news.example.com,/sports,10.21.0.56,Tianjin,200,15034
2026-05-01,12:04:03,shop.example.com,/cart,10.10.0.74,Beijing,200,3070
2026-05-01,12:04:15,video.example.com,/movie,10.15.0.43,Sichuan,200,9370
2026-05-01,12:05:24,video.example.com,/shorts,10.12.0.56,Guangdong,200,8824
2026-05-01,12:08:38,shop.example.com,/index,10.12.0.13,Guangdong,200,4145
2026-05-01,12:10:26,travel.example.com,/order,10.14.0.23,Jiangsu,404,1726
2026-05-01,12:10:40,game.example.com,/community,10.19.0.19,Henan,200,14062
2026-05-01,12:13:54,study.example.com,/course,10.18.0.61,Shandong,200,22654
2026-05-01,12:14:56,news.example.com,/world,10.20.0.69,Chongqing,200,3603
2026-05-01,12:23:46,study.example.com,/exam,10.16.0.41,Hubei,200,22043
2026-05-01,12:24:17,news.example.com,/finance,10.10.0.8,Beijing,200,9236
2026-05-01,12:26:07,travel.example.com,/guide,10.14.0.32,Jiangsu,200,14105
2026-05-01,12:29:13,study.example.com,/resource,10.12.0.10,Guangdong,304,2790
2026-05-01,12:30:32,travel.example.com,/flight,10.17.0.27,Fujian,200,9945
2026-05-01,12:31:13,shop.example.com,/order,10.21.0.65,Tianjin,200,1063
2026-05-01,12:37:48,game.example.com,/community,10.14.0.25,Jiangsu,200,6782
2026-05-01,12:38:21,news.example.com,/finance,10.13.0.14,Zhejiang,200,5595
2026-05-01,12:38:33,game.example.com,/community,10.20.0.76,Chongqing,404,8277
2026-05-01,12:40:11,game.example.com,/index,10.21.0.15,Tianjin,304,23133
2026-05-01,12:41:17,travel.example.com,/flight,10.17.0.44,Fujian,200,17798
2026-05-01,12:46:30,travel.example.com,/hotel,10.16.0.73,Hubei,200,15889
2026-05-01,12:51:11,game.example.com,/rank,10.11.0.15,Shanghai,404,19734
2026-05-01,12:54:20,news.example.com,/tech,10.12.0.34,Guangdong,200,21433
2026-05-01,12:57:30,video.example.com,/series,10.15.0.79,Sichuan,200,17258
2026-05-01,13:02:52,game.example.com,/rank,10.14.0.19,Jiangsu,200,15560
2026-05-01,13:03:23,game.example.com,/store,10.21.0.36,Tianjin,200,14543
2026-05-01,13:10:51,news.example.com,/tech,10.12.0.80,Guangdong,200,17148
2026-05-01,13:11:02,video.example.com,/movie,10.21.0.63,Tianjin,200,7985
2026-05-01,13:11:09,shop.example.com,/detail,10.11.0.68,Shanghai,200,4419
2026-05-01,13:14:13,shop.example.com,/order,10.10.0.55,Beijing,304,8065
2026-05-01,13:14:31,news.example.com,/finance,10.14.0.30,Jiangsu,200,835
2026-05-01,13:17:33,shop.example.com,/pay,10.12.0.64,Guangdong,200,6964
2026-05-01,13:22:31,news.example.com,/index,10.17.0.38,Fujian,200,16673
2026-05-01,13:24:34,news.example.com,/world,10.20.0.59,Chongqing,200,21610
2026-05-01,13:34:05,study.example.com,/exam,10.17.0.78,Fujian,200,13853
2026-05-01,13:38:44,game.example.com,/store,10.21.0.55,Tianjin,304,5960
2026-05-01,13:38:50,study.example.com,/course,10.10.0.60,Beijing,200,14811
2026-05-01,13:42:47,news.example.com,/index,10.15.0.10,Sichuan,200,18286
2026-05-01,13:46:28,news.example.com,/tech,10.20.0.33,Chongqing,200,2380
2026-05-01,13:47:32,news.example.com,/finance,10.21.0.56,Tianjin,200,20927
2026-05-01,13:50:12,shop.example.com,/pay,10.18.0.21,Shandong,404,21744
2026-05-01,13:51:40,video.example.com,/live,10.19.0.34,Henan,200,16371
2026-05-01,13:53:35,shop.example.com,/search,10.19.0.41,Henan,200,19540
2026-05-01,14:01:29,travel.example.com,/hotel,10.11.0.28,Shanghai,200,3895
2026-05-01,14:06:16,study.example.com,/exam,10.20.0.42,Chongqing,200,5943
2026-05-01,14:09:32,study.example.com,/forum,10.13.0.77,Zhejiang,200,4613
2026-05-01,14:11:15,news.example.com,/tech,10.12.0.37,Guangdong,200,2497
2026-05-01,14:12:06,video.example.com,/series,10.20.0.58,Chongqing,200,21980
2026-05-01,14:14:23,game.example.com,/news,10.16.0.41,Hubei,304,9497
2026-05-01,14:25:29,shop.example.com,/cart,10.18.0.43,Shandong,200,8958
2026-05-01,14:26:08,video.example.com,/vip,10.18.0.61,Shandong,200,14241
2026-05-01,14:30:14,shop.example.com,/index,10.15.0.13,Sichuan,200,10931
2026-05-01,14:32:01,video.example.com,/index,10.14.0.59,Jiangsu,200,10904
2026-05-01,14:34:03,study.example.com,/profile,10.15.0.80,Sichuan,200,18749
2026-05-01,14:44:58,news.example.com,/tech,10.18.0.17,Shandong,200,3897
2026-05-01,14:49:53,shop.example.com,/search,10.18.0.46,Shandong,200,11838
2026-05-01,14:53:42,study.example.com,/forum,10.11.0.62,Shanghai,200,3199
2026-05-01,14:56:53,news.example.com,/world,10.12.0.67,Guangdong,200,12850
2026-05-01,14:58:53,news.example.com,/video,10.12.0.36,Guangdong,200,11876
2026-05-01,15:03:53,shop.example.com,/detail,10.17.0.32,Fujian,200,3120
2026-05-01,15:06:02,news.example.com,/index,10.12.0.40,Guangdong,200,8461
2026-05-01,15:14:32,video.example.com,/movie,10.10.0.18,Beijing,200,22358
2026-05-01,15:18:51,news.example.com,/sports,10.18.0.32,Shandong,200,8221
2026-05-01,15:23:11,study.example.com,/course,10.12.0.36,Guangdong,200,21393
2026-05-01,15:25:17,video.example.com,/series,10.10.0.28,Beijing,200,2306
2026-05-01,15:27:33,shop.example.com,/pay,10.17.0.11,Fujian,200,21546
2026-05-01,15:33:28,game.example.com,/store,10.13.0.70,Zhejiang,200,11373
2026-05-01,15:33:41,shop.example.com,/search,10.18.0.53,Shandong,200,5427
2026-05-01,15:36:05,video.example.com,/vip,10.17.0.39,Fujian,200,17396
2026-05-01,15:36:37,news.example.com,/finance,10.19.0.41,Henan,200,22022
2026-05-01,15:37:12,shop.example.com,/detail,10.13.0.39,Zhejiang,200,17305
2026-05-01,15:41:27,shop.example.com,/detail,10.17.0.4,Fujian,200,11048
2026-05-01,15:43:05,video.example.com,/series,10.21.0.57,Tianjin,200,18392
2026-05-01,15:44:43,game.example.com,/community,10.17.0.65,Fujian,200,983
2026-05-01,15:51:11,video.example.com,/movie,10.16.0.15,Hubei,200,19094
2026-05-01,15:53:16,shop.example.com,/cart,10.10.0.51,Beijing,200,3177
2026-05-01,15:55:37,news.example.com,/world,10.18.0.13,Shandong,200,7495
2026-05-01,15:56:38,video.example.com,/shorts,10.20.0.76,Chongqing,200,5561
2026-05-01,15:57:13,game.example.com,/rank,10.19.0.67,Henan,200,10047
2026-05-01,16:00:49,travel.example.com,/flight,10.20.0.42,Chongqing,200,5974
2026-05-01,16:03:08,shop.example.com,/cart,10.17.0.2,Fujian,200,22858
2026-05-01,16:07:35,travel.example.com,/guide,10.20.0.68,Chongqing,200,13562
2026-05-01,16:07:40,shop.example.com,/order,10.17.0.62,Fujian,200,23831
2026-05-01,16:09:39,shop.example.com,/order,10.19.0.62,Henan,200,21847
2026-05-01,16:17:35,shop.example.com,/index,10.18.0.17,Shandong,200,13455
2026-05-01,16:22:35,shop.example.com,/index,10.13.0.71,Zhejiang,200,19575
2026-05-01,16:23:32,news.example.com,/index,10.16.0.60,Hubei,200,18008
2026-05-01,16:24:53,game.example.com,/index,10.20.0.50,Chongqing,200,5073
2026-05-01,16:24:58,news.example.com,/world,10.17.0.39,Fujian,200,20199
2026-05-01,16:29:36,shop.example.com,/order,10.17.0.28,Fujian,200,11471
2026-05-01,16:34:15,shop.example.com,/pay,10.11.0.8,Shanghai,200,13436
2026-05-01,16:42:45,shop.example.com,/cart,10.17.0.55,Fujian,200,16949
2026-05-01,16:43:16,shop.example.com,/order,10.13.0.27,Zhejiang,200,16466
2026-05-01,16:44:04,study.example.com,/resource,10.19.0.51,Henan,200,1410
2026-05-01,16:50:24,news.example.com,/video,10.16.0.43,Hubei,200,13715
2026-05-01,16:50:29,video.example.com,/shorts,10.17.0.37,Fujian,200,12020
2026-05-01,16:53:10,news.example.com,/world,10.17.0.55,Fujian,200,5687
2026-05-01,16:57:29,shop.example.com,/index,10.14.0.58,Jiangsu,200,833
2026-05-01,17:00:42,study.example.com,/index,10.16.0.73,Hubei,200,18525
2026-05-01,17:06:00,study.example.com,/course,10.10.0.20,Beijing,200,4549
2026-05-01,17:06:08,shop.example.com,/pay,10.11.0.66,Shanghai,200,11728
2026-05-01,17:06:10,video.example.com,/shorts,10.15.0.41,Sichuan,404,23766
2026-05-01,17:14:11,shop.example.com,/order,10.19.0.67,Henan,200,8832
2026-05-01,17:14:58,video.example.com,/index,10.20.0.12,Chongqing,200,16628
2026-05-01,17:14:59,shop.example.com,/index,10.17.0.54,Fujian,200,20646
2026-05-01,17:15:20,game.example.com,/rank,10.20.0.72,Chongqing,200,4864
2026-05-01,17:20:40,video.example.com,/vip,10.16.0.38,Hubei,200,21911
2026-05-01,17:24:13,game.example.com,/store,10.15.0.62,Sichuan,304,23210
2026-05-01,17:25:40,video.example.com,/index,10.12.0.69,Guangdong,200,23165
2026-05-01,17:27:00,shop.example.com,/pay,10.11.0.59,Shanghai,200,4372
2026-05-01,17:33:00,travel.example.com,/flight,10.21.0.13,Tianjin,200,16987
2026-05-01,17:42:15,video.example.com,/shorts,10.13.0.24,Zhejiang,200,15546
2026-05-01,17:53:07,shop.example.com,/index,10.19.0.72,Henan,200,8015
2026-05-01,18:03:00,shop.example.com,/detail,10.19.0.42,Henan,200,9877
2026-05-01,18:04:04,game.example.com,/download,10.16.0.11,Hubei,200,16500
2026-05-01,18:06:23,shop.example.com,/search,10.21.0.44,Tianjin,200,17408
2026-05-01,18:08:04,video.example.com,/live,10.14.0.64,Jiangsu,200,4350
2026-05-01,18:08:08,study.example.com,/course,10.19.0.37,Henan,200,3101
2026-05-01,18:11:49,news.example.com,/sports,10.12.0.78,Guangdong,500,8410
2026-05-01,18:13:21,study.example.com,/course,10.15.0.4,Sichuan,200,23633
2026-05-01,18:15:03,video.example.com,/vip,10.17.0.61,Fujian,304,7296
2026-05-01,18:15:10,shop.example.com,/index,10.11.0.57,Shanghai,200,17258
2026-05-01,18:21:09,news.example.com,/world,10.17.0.44,Fujian,200,14137
2026-05-01,18:21:13,study.example.com,/resource,10.13.0.7,Zhejiang,500,6490
2026-05-01,18:22:01,video.example.com,/vip,10.21.0.8,Tianjin,200,2641
2026-05-01,18:22:06,game.example.com,/rank,10.16.0.31,Hubei,200,11797
2026-05-01,18:23:40,game.example.com,/store,10.14.0.47,Jiangsu,200,19875
2026-05-01,18:23:43,study.example.com,/course,10.18.0.48,Shandong,200,2274
2026-05-01,18:23:58,game.example.com,/news,10.11.0.73,Shanghai,200,11230
2026-05-01,18:24:14,news.example.com,/video,10.21.0.65,Tianjin,200,14360
2026-05-01,18:25:31,shop.example.com,/pay,10.19.0.65,Henan,200,17781
2026-05-01,18:26:33,travel.example.com,/hotel,10.17.0.40,Fujian,200,15245
2026-05-01,18:28:54,video.example.com,/movie,10.15.0.67,Sichuan,200,9632
2026-05-01,18:31:28,study.example.com,/exam,10.19.0.23,Henan,200,21560
2026-05-01,18:34:01,game.example.com,/download,10.17.0.60,Fujian,200,1815
2026-05-01,18:37:20,shop.example.com,/cart,10.10.0.55,Beijing,200,7586
2026-05-01,18:42:32,news.example.com,/world,10.18.0.54,Shandong,200,13824
2026-05-01,18:43:50,video.example.com,/movie,10.10.0.45,Beijing,200,10817
2026-05-01,18:44:06,news.example.com,/index,10.13.0.55,Zhejiang,404,1462
2026-05-01,18:44:53,video.example.com,/movie,10.20.0.16,Chongqing,200,1420
2026-05-01,18:45:15,game.example.com,/news,10.10.0.66,Beijing,304,20319
2026-05-01,18:52:20,video.example.com,/series,10.17.0.23,Fujian,404,2454
2026-05-01,18:58:47,video.example.com,/shorts,10.21.0.79,Tianjin,200,6359
2026-05-01,18:59:00,shop.example.com,/search,10.13.0.29,Zhejiang,200,17741
2026-05-01,19:00:30,news.example.com,/tech,10.21.0.66,Tianjin,200,7933
2026-05-01,19:03:21,video.example.com,/live,10.10.0.47,Beijing,200,17705
2026-05-01,19:05:09,study.example.com,/profile,10.20.0.22,Chongqing,200,13317
2026-05-01,19:10:19,shop.example.com,/order,10.15.0.63,Sichuan,200,17855
2026-05-01,19:14:09,video.example.com,/movie,10.17.0.17,Fujian,200,13932
2026-05-01,19:16:09,game.example.com,/rank,10.16.0.5,Hubei,200,9452
2026-05-01,19:20:49,video.example.com,/series,10.16.0.6,Hubei,200,16571
2026-05-01,19:20:54,study.example.com,/index,10.17.0.4,Fujian,200,21293
2026-05-01,19:21:23,news.example.com,/tech,10.12.0.38,Guangdong,200,12783
2026-05-01,19:27:01,news.example.com,/world,10.11.0.52,Shanghai,200,12832
2026-05-01,19:29:02,news.example.com,/world,10.17.0.27,Fujian,200,9642
2026-05-01,19:30:43,video.example.com,/vip,10.13.0.48,Zhejiang,200,17135
2026-05-01,19:32:55,video.example.com,/movie,10.11.0.28,Shanghai,200,5251
2026-05-01,19:33:54,travel.example.com,/index,10.15.0.72,Sichuan,200,22450
2026-05-01,19:34:04,news.example.com,/sports,10.18.0.42,Shandong,304,3358
2026-05-01,19:34:40,shop.example.com,/cart,10.11.0.57,Shanghai,200,15321
2026-05-01,19:37:23,shop.example.com,/index,10.19.0.57,Henan,200,18909
2026-05-01,19:41:09,news.example.com,/tech,10.15.0.80,Sichuan,200,8861
2026-05-01,19:41:37,news.example.com,/index,10.12.0.19,Guangdong,200,7091
2026-05-01,19:41:49,shop.example.com,/index,10.15.0.67,Sichuan,200,13737
2026-05-01,19:41:52,shop.example.com,/index,10.11.0.54,Shanghai,200,11865
2026-05-01,19:42:19,news.example.com,/finance,10.20.0.38,Chongqing,200,17985
2026-05-01,19:46:18,news.example.com,/tech,10.14.0.19,Jiangsu,200,22856
2026-05-01,19:47:47,video.example.com,/shorts,10.10.0.71,Beijing,200,14603
2026-05-01,19:53:22,news.example.com,/sports,10.15.0.42,Sichuan,304,888
2026-05-01,19:58:52,video.example.com,/shorts,10.19.0.65,Henan,200,8601
2026-05-01,20:01:34,shop.example.com,/cart,10.16.0.68,Hubei,200,13346
2026-05-01,20:04:37,video.example.com,/movie,10.16.0.10,Hubei,200,9480
2026-05-01,20:05:31,shop.example.com,/order,10.12.0.22,Guangdong,200,23806
2026-05-01,20:05:52,study.example.com,/profile,10.19.0.3,Henan,200,2555
2026-05-01,20:08:45,game.example.com,/index,10.14.0.61,Jiangsu,200,18911
2026-05-01,20:12:34,shop.example.com,/order,10.14.0.80,Jiangsu,200,13299
2026-05-01,20:12:54,news.example.com,/sports,10.16.0.16,Hubei,200,21567
2026-05-01,20:14:00,shop.example.com,/pay,10.13.0.41,Zhejiang,200,1092
2026-05-01,20:15:24,study.example.com,/resource,10.14.0.41,Jiangsu,200,1383
2026-05-01,20:21:29,study.example.com,/resource,10.11.0.17,Shanghai,200,15115
2026-05-01,20:21:52,travel.example.com,/order,10.10.0.35,Beijing,200,11065
2026-05-01,20:23:33,study.example.com,/course,10.19.0.54,Henan,200,18618
2026-05-01,20:24:05,study.example.com,/course,10.16.0.17,Hubei,200,21652
2026-05-01,20:24:30,game.example.com,/community,10.19.0.24,Henan,200,6698
2026-05-01,20:25:25,news.example.com,/world,10.20.0.73,Chongqing,200,21160
2026-05-01,20:25:44,travel.example.com,/order,10.10.0.62,Beijing,200,23696
2026-05-01,20:25:59,shop.example.com,/search,10.13.0.76,Zhejiang,500,6308
2026-05-01,20:28:06,video.example.com,/vip,10.14.0.49,Jiangsu,200,8289
2026-05-01,20:29:02,game.example.com,/download,10.20.0.59,Chongqing,200,13268
2026-05-01,20:32:11,study.example.com,/profile,10.17.0.71,Fujian,200,22234
2026-05-01,20:35:47,study.example.com,/forum,10.15.0.51,Sichuan,200,13633
2026-05-01,20:41:43,video.example.com,/index,10.15.0.55,Sichuan,200,15633
2026-05-01,20:46:50,shop.example.com,/search,10.14.0.37,Jiangsu,200,3326
2026-05-01,20:47:54,game.example.com,/rank,10.15.0.14,Sichuan,304,5973
2026-05-01,20:49:20,study.example.com,/exam,10.11.0.17,Shanghai,200,15782
2026-05-01,21:04:14,game.example.com,/store,10.17.0.36,Fujian,200,10431
2026-05-01,21:04:16,news.example.com,/video,10.10.0.67,Beijing,200,14237
2026-05-01,21:05:06,study.example.com,/profile,10.14.0.9,Jiangsu,200,10143
2026-05-01,21:06:45,video.example.com,/movie,10.10.0.52,Beijing,200,7487
2026-05-01,21:08:00,news.example.com,/tech,10.16.0.18,Hubei,404,3942
2026-05-01,21:13:31,news.example.com,/index,10.14.0.72,Jiangsu,200,14061
2026-05-01,21:13:39,news.example.com,/world,10.17.0.64,Fujian,200,3768
2026-05-01,21:16:15,news.example.com,/world,10.16.0.13,Hubei,200,7322
2026-05-01,21:16:34,shop.example.com,/cart,10.20.0.18,Chongqing,200,6286
2026-05-01,21:19:01,travel.example.com,/hotel,10.21.0.17,Tianjin,200,19016
2026-05-01,21:19:26,shop.example.com,/pay,10.17.0.65,Fujian,200,7894
2026-05-01,21:20:03,video.example.com,/shorts,10.11.0.80,Shanghai,404,22546
2026-05-01,21:20:11,news.example.com,/finance,10.14.0.34,Jiangsu,200,21478
2026-05-01,21:22:14,shop.example.com,/pay,10.14.0.24,Jiangsu,200,13961
2026-05-01,21:23:13,game.example.com,/index,10.12.0.18,Guangdong,200,14821
2026-05-01,21:23:47,news.example.com,/index,10.13.0.71,Zhejiang,200,23110
2026-05-01,21:24:07,video.example.com,/index,10.14.0.29,Jiangsu,200,21294
2026-05-01,21:24:12,shop.example.com,/order,10.12.0.48,Guangdong,200,19101
2026-05-01,21:29:30,travel.example.com,/index,10.14.0.50,Jiangsu,304,20003
2026-05-01,21:29:55,video.example.com,/series,10.10.0.77,Beijing,200,9748
2026-05-01,21:31:24,news.example.com,/index,10.19.0.4,Henan,200,16304
2026-05-01,21:31:36,study.example.com,/resource,10.14.0.38,Jiangsu,200,15495
2026-05-01,21:34:41,game.example.com,/news,10.15.0.59,Sichuan,200,23335
2026-05-01,21:36:52,video.example.com,/live,10.11.0.71,Shanghai,200,20750
2026-05-01,21:37:15,travel.example.com,/order,10.19.0.47,Henan,200,6856
2026-05-01,21:37:28,shop.example.com,/cart,10.18.0.57,Shandong,200,17021
2026-05-01,21:40:29,study.example.com,/forum,10.21.0.47,Tianjin,200,11487
2026-05-01,21:40:33,study.example.com,/course,10.14.0.59,Jiangsu,200,15311
2026-05-01,21:41:56,study.example.com,/exam,10.18.0.53,Shandong,200,13017
2026-05-01,21:43:26,travel.example.com,/order,10.21.0.30,Tianjin,200,10084
2026-05-01,21:46:23,shop.example.com,/detail,10.15.0.79,Sichuan,200,4283
2026-05-01,21:51:43,news.example.com,/video,10.18.0.11,Shandong,200,17952
2026-05-01,21:52:08,news.example.com,/finance,10.17.0.43,Fujian,200,17395
2026-05-01,21:54:19,study.example.com,/forum,10.19.0.20,Henan,200,15987
2026-05-01,21:56:55,news.example.com,/finance,10.11.0.26,Shanghai,200,8093
2026-05-01,21:57:52,news.example.com,/index,10.10.0.62,Beijing,200,12344
2026-05-01,21:59:04,study.example.com,/profile,10.21.0.49,Tianjin,200,11732
2026-05-01,21:59:37,shop.example.com,/index,10.17.0.2,Fujian,200,21765
2026-05-01,22:01:36,shop.example.com,/pay,10.21.0.21,Tianjin,200,17163
2026-05-01,22:01:52,study.example.com,/course,10.21.0.42,Tianjin,200,22678
2026-05-01,22:06:54,game.example.com,/index,10.14.0.73,Jiangsu,200,22622
2026-05-01,22:07:29,video.example.com,/movie,10.16.0.35,Hubei,200,10947
2026-05-01,22:09:02,shop.example.com,/index,10.10.0.53,Beijing,200,11405
2026-05-01,22:10:48,game.example.com,/index,10.11.0.48,Shanghai,200,19819
2026-05-01,22:12:47,travel.example.com,/guide,10.10.0.78,Beijing,200,13275
2026-05-01,22:17:34,video.example.com,/vip,10.14.0.75,Jiangsu,200,7205
2026-05-01,22:18:46,shop.example.com,/detail,10.10.0.16,Beijing,200,14469
